--- Parsing VGM: console_player/music/ws_vgm_ff1/25_Fanfare.vgm ---
VGM Version: 0x171
Data Start Offset: 0xE0

Offset(h) | Command
00001311  | BC: WonderSwan (reg: 0x09, val: 0x54)
00001314  | 74: WAIT n+1 (val: 5)
00001315  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001318  | 73: WAIT n+1 (val: 4)
00001319  | BC: WonderSwan (reg: 0x0B, val: 0x20)
0000131C  | 71: WAIT n+1 (val: 2)
0000131D  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001320  | 61: WAIT (val: 569)
00001323  | BC: WonderSwan (reg: 0x08, val: 0x44)
00001326  | 74: WAIT n+1 (val: 5)
00001327  | BC: WonderSwan (reg: 0x09, val: 0x54)
0000132A  | 75: WAIT n+1 (val: 6)
0000132B  | BC: WonderSwan (reg: 0x0A, val: 0x77)
0000132E  | 74: WAIT n+1 (val: 5)
0000132F  | BC: WonderSwan (reg: 0x0B, val: 0x10)
00001332  | 71: WAIT n+1 (val: 2)
00001333  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001336  | 61: WAIT (val: 566)
00001339  | BC: WonderSwan (reg: 0x08, val: 0x44)
0000133C  | 74: WAIT n+1 (val: 5)
0000133D  | BC: WonderSwan (reg: 0x09, val: 0x54)
00001340  | 74: WAIT n+1 (val: 5)
00001341  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001344  | 73: WAIT n+1 (val: 4)
00001345  | BC: WonderSwan (reg: 0x0B, val: 0x10)
00001348  | 71: WAIT n+1 (val: 2)
00001349  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000134C  | 61: WAIT (val: 568)
0000134F  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001352  | 74: WAIT n+1 (val: 5)
00001353  | BC: WonderSwan (reg: 0x09, val: 0x44)
00001356  | 75: WAIT n+1 (val: 6)
00001357  | BC: WonderSwan (reg: 0x0A, val: 0x77)
0000135A  | 75: WAIT n+1 (val: 6)
0000135B  | BC: WonderSwan (reg: 0x0B, val: 0x10)
0000135E  | 70: WAIT n+1 (val: 1)
0000135F  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001362  | 61: WAIT (val: 567)
00001365  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001368  | 73: WAIT n+1 (val: 4)
00001369  | BC: WonderSwan (reg: 0x09, val: 0x44)
0000136C  | 74: WAIT n+1 (val: 5)
0000136D  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001370  | 74: WAIT n+1 (val: 5)
00001371  | BC: WonderSwan (reg: 0x0B, val: 0x10)
00001374  | 70: WAIT n+1 (val: 1)
00001375  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001378  | 61: WAIT (val: 569)
0000137B  | BC: WonderSwan (reg: 0x08, val: 0x33)
0000137E  | 74: WAIT n+1 (val: 5)
0000137F  | BC: WonderSwan (reg: 0x09, val: 0x44)
00001382  | 75: WAIT n+1 (val: 6)
00001383  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00001386  | 74: WAIT n+1 (val: 5)
00001387  | BC: WonderSwan (reg: 0x0B, val: 0x10)
0000138A  | 71: WAIT n+1 (val: 2)
0000138B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000138E  | 61: WAIT (val: 566)
00001391  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001394  | 74: WAIT n+1 (val: 5)
00001395  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001398  | 74: WAIT n+1 (val: 5)
00001399  | BC: WonderSwan (reg: 0x0A, val: 0x66)
0000139C  | 74: WAIT n+1 (val: 5)
0000139D  | BC: WonderSwan (reg: 0x0B, val: 0x10)
000013A0  | 70: WAIT n+1 (val: 1)
000013A1  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000013A4  | 61: WAIT (val: 569)
000013A7  | BC: WonderSwan (reg: 0x08, val: 0x33)
000013AA  | 74: WAIT n+1 (val: 5)
000013AB  | BC: WonderSwan (reg: 0x09, val: 0x33)
000013AE  | 75: WAIT n+1 (val: 6)
000013AF  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000013B2  | 74: WAIT n+1 (val: 5)
000013B3  | BC: WonderSwan (reg: 0x0B, val: 0x10)
000013B6  | 71: WAIT n+1 (val: 2)
000013B7  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000013BA  | 61: WAIT (val: 563)
000013BD  | BC: WonderSwan (reg: 0x00, val: 0xAA)
000013C0  | BC: WonderSwan (reg: 0x01, val: 0x07)
000013C3  | 72: WAIT n+1 (val: 3)
000013C4  | BC: WonderSwan (reg: 0x08, val: 0x22)
000013C7  | 74: WAIT n+1 (val: 5)
000013C8  | BC: WonderSwan (reg: 0x09, val: 0x33)
000013CB  | 74: WAIT n+1 (val: 5)
000013CC  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000013CF  | 73: WAIT n+1 (val: 4)
000013D0  | BC: WonderSwan (reg: 0x0B, val: 0x10)
000013D3  | 71: WAIT n+1 (val: 2)
000013D4  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000013D7  | 61: WAIT (val: 565)
000013DA  | BC: WonderSwan (reg: 0x00, val: 0xAA)
000013DD  | BC: WonderSwan (reg: 0x01, val: 0x07)
000013E0  | 72: WAIT n+1 (val: 3)
000013E1  | BC: WonderSwan (reg: 0x08, val: 0x22)
000013E4  | 75: WAIT n+1 (val: 6)
000013E5  | BC: WonderSwan (reg: 0x09, val: 0x33)
000013E8  | 74: WAIT n+1 (val: 5)
000013E9  | BC: WonderSwan (reg: 0x0A, val: 0x55)
000013EC  | 74: WAIT n+1 (val: 5)
000013ED  | BC: WonderSwan (reg: 0x0B, val: 0x10)
000013F0  | 71: WAIT n+1 (val: 2)
000013F1  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000013F4  | 61: WAIT (val: 564)
000013F7  | BC: WonderSwan (reg: 0x00, val: 0xA9)
000013FA  | BC: WonderSwan (reg: 0x01, val: 0x07)
000013FD  | 72: WAIT n+1 (val: 3)
000013FE  | BC: WonderSwan (reg: 0x08, val: 0x22)
00001401  | 73: WAIT n+1 (val: 4)
00001402  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001405  | 74: WAIT n+1 (val: 5)
00001406  | BC: WonderSwan (reg: 0x0A, val: 0x55)
00001409  | 74: WAIT n+1 (val: 5)
0000140A  | BC: WonderSwan (reg: 0x0B, val: 0x10)
0000140D  | 70: WAIT n+1 (val: 1)
0000140E  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001411  | 61: WAIT (val: 566)
00001414  | BC: WonderSwan (reg: 0x00, val: 0xA9)
00001417  | BC: WonderSwan (reg: 0x01, val: 0x07)
0000141A  | 72: WAIT n+1 (val: 3)
0000141B  | BC: WonderSwan (reg: 0x08, val: 0x22)
0000141E  | 76: WAIT n+1 (val: 7)
0000141F  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001422  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001425  | 73: WAIT n+1 (val: 4)
00001426  | BC: WonderSwan (reg: 0x09, val: 0x22)
00001429  | 76: WAIT n+1 (val: 7)
0000142A  | BC: WonderSwan (reg: 0x02, val: 0x86)
0000142D  | BC: WonderSwan (reg: 0x03, val: 0x07)
00001430  | 74: WAIT n+1 (val: 5)
00001431  | BC: WonderSwan (reg: 0x0A, val: 0x55)
00001434  | 74: WAIT n+1 (val: 5)
00001435  | BC: WonderSwan (reg: 0x04, val: 0x97)
00001438  | BC: WonderSwan (reg: 0x05, val: 0x05)
0000143B  | 70: WAIT n+1 (val: 1)
0000143C  | BC: WonderSwan (reg: 0x0C, val: 0x00)
0000143F  | 74: WAIT n+1 (val: 5)
00001440  | BC: WonderSwan (reg: 0x0B, val: 0x10)
00001443  | 70: WAIT n+1 (val: 1)
00001444  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001447  | 61: WAIT (val: 549)
0000144A  | BC: WonderSwan (reg: 0x08, val: 0x84)
0000144D  | 74: WAIT n+1 (val: 5)
0000144E  | BC: WonderSwan (reg: 0x09, val: 0x4A)
00001451  | 74: WAIT n+1 (val: 5)
00001452  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00001455  | 71: WAIT n+1 (val: 2)
00001456  | BC: WonderSwan (reg: 0x06, val: 0x9F)
00001459  | BC: WonderSwan (reg: 0x07, val: 0x07)
0000145C  | 72: WAIT n+1 (val: 3)
0000145D  | BC: WonderSwan (reg: 0x0B, val: 0x10)
00001460  | 71: WAIT n+1 (val: 2)
00001461  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001464  | 61: WAIT (val: 568)
00001467  | BC: WonderSwan (reg: 0x08, val: 0x84)
0000146A  | 74: WAIT n+1 (val: 5)
0000146B  | BC: WonderSwan (reg: 0x09, val: 0x4A)
0000146E  | 75: WAIT n+1 (val: 6)
0000146F  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00001472  | 72: WAIT n+1 (val: 3)
00001473  | BC: WonderSwan (reg: 0x06, val: 0xA0)
00001476  | BC: WonderSwan (reg: 0x07, val: 0x07)
00001479  | 72: WAIT n+1 (val: 3)
0000147A  | BC: WonderSwan (reg: 0x0B, val: 0x10)
0000147D  | 71: WAIT n+1 (val: 2)
0000147E  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001481  | 61: WAIT (val: 565)
00001484  | BC: WonderSwan (reg: 0x08, val: 0x84)
00001487  | 74: WAIT n+1 (val: 5)
00001488  | BC: WonderSwan (reg: 0x09, val: 0x4A)
0000148B  | 75: WAIT n+1 (val: 6)
0000148C  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
0000148F  | 72: WAIT n+1 (val: 3)
00001490  | BC: WonderSwan (reg: 0x06, val: 0xA1)
00001493  | BC: WonderSwan (reg: 0x07, val: 0x07)
00001496  | 72: WAIT n+1 (val: 3)
00001497  | BC: WonderSwan (reg: 0x0B, val: 0x10)
0000149A  | 73: WAIT n+1 (val: 4)
0000149B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000149E  | 61: WAIT (val: 563)
000014A1  | BC: WonderSwan (reg: 0x08, val: 0x74)
000014A4  | 74: WAIT n+1 (val: 5)
000014A5  | BC: WonderSwan (reg: 0x09, val: 0x49)
000014A8  | 74: WAIT n+1 (val: 5)
000014A9  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
000014AC  | 74: WAIT n+1 (val: 5)
000014AD  | BC: WonderSwan (reg: 0x0B, val: 0x00)
000014B0  | 70: WAIT n+1 (val: 1)
000014B1  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000014B4  | 61: WAIT (val: 568)
000014B7  | BC: WonderSwan (reg: 0x08, val: 0x74)
000014BA  | 75: WAIT n+1 (val: 6)
000014BB  | BC: WonderSwan (reg: 0x09, val: 0x49)
000014BE  | 74: WAIT n+1 (val: 5)
000014BF  | BC: WonderSwan (reg: 0x0A, val: 0x99)
000014C2  | 75: WAIT n+1 (val: 6)
000014C3  | BC: WonderSwan (reg: 0x0B, val: 0x00)
000014C6  | 71: WAIT n+1 (val: 2)
000014C7  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000014CA  | 61: WAIT (val: 566)
000014CD  | BC: WonderSwan (reg: 0x08, val: 0x74)
000014D0  | 74: WAIT n+1 (val: 5)
000014D1  | BC: WonderSwan (reg: 0x09, val: 0x49)
000014D4  | 74: WAIT n+1 (val: 5)
000014D5  | BC: WonderSwan (reg: 0x0A, val: 0x99)
000014D8  | 73: WAIT n+1 (val: 4)
000014D9  | BC: WonderSwan (reg: 0x0B, val: 0x00)
000014DC  | 71: WAIT n+1 (val: 2)
000014DD  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000014E0  | 61: WAIT (val: 568)
000014E3  | BC: WonderSwan (reg: 0x08, val: 0x74)
000014E6  | 74: WAIT n+1 (val: 5)
000014E7  | BC: WonderSwan (reg: 0x09, val: 0x49)
000014EA  | 75: WAIT n+1 (val: 6)
000014EB  | BC: WonderSwan (reg: 0x0A, val: 0x99)
000014EE  | 75: WAIT n+1 (val: 6)
000014EF  | BC: WonderSwan (reg: 0x0B, val: 0x00)
000014F2  | 71: WAIT n+1 (val: 2)
000014F3  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000014F6  | 61: WAIT (val: 565)
000014F9  | BC: WonderSwan (reg: 0x08, val: 0x74)
000014FC  | 74: WAIT n+1 (val: 5)
000014FD  | BC: WonderSwan (reg: 0x09, val: 0x49)
00001500  | 74: WAIT n+1 (val: 5)
00001501  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001504  | 74: WAIT n+1 (val: 5)
00001505  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00001508  | 70: WAIT n+1 (val: 1)
00001509  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000150C  | 61: WAIT (val: 569)
0000150F  | BC: WonderSwan (reg: 0x08, val: 0x64)
00001512  | 76: WAIT n+1 (val: 7)
00001513  | BC: WonderSwan (reg: 0x09, val: 0x48)
00001516  | 77: WAIT n+1 (val: 8)
00001517  | BC: WonderSwan (reg: 0x02, val: 0x77)
0000151A  | BC: WonderSwan (reg: 0x03, val: 0x07)
0000151D  | 74: WAIT n+1 (val: 5)
0000151E  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001521  | 76: WAIT n+1 (val: 7)
00001522  | BC: WonderSwan (reg: 0x04, val: 0x32)
00001525  | BC: WonderSwan (reg: 0x05, val: 0x06)
00001528  | BC: WonderSwan (reg: 0x0C, val: 0x00)
0000152B  | 74: WAIT n+1 (val: 5)
0000152C  | BC: WonderSwan (reg: 0x0B, val: 0x00)
0000152F  | 77: WAIT n+1 (val: 8)
00001530  | BC: WonderSwan (reg: 0x06, val: 0xAA)
00001533  | BC: WonderSwan (reg: 0x07, val: 0x07)
00001536  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001539  | 70: WAIT n+1 (val: 1)
0000153A  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000153D  | 61: WAIT (val: 543)
00001540  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001543  | 74: WAIT n+1 (val: 5)
00001544  | BC: WonderSwan (reg: 0x09, val: 0x03)
00001547  | 74: WAIT n+1 (val: 5)
00001548  | BC: WonderSwan (reg: 0x0A, val: 0x66)
0000154B  | 74: WAIT n+1 (val: 5)
0000154C  | BC: WonderSwan (reg: 0x0B, val: 0x02)
0000154F  | 70: WAIT n+1 (val: 1)
00001550  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001553  | 61: WAIT (val: 568)
00001556  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001559  | 75: WAIT n+1 (val: 6)
0000155A  | BC: WonderSwan (reg: 0x09, val: 0x03)
0000155D  | 75: WAIT n+1 (val: 6)
0000155E  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00001561  | 74: WAIT n+1 (val: 5)
00001562  | BC: WonderSwan (reg: 0x0B, val: 0x02)
00001565  | 71: WAIT n+1 (val: 2)
00001566  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001569  | 61: WAIT (val: 566)
0000156C  | BC: WonderSwan (reg: 0x08, val: 0x00)
0000156F  | 74: WAIT n+1 (val: 5)
00001570  | BC: WonderSwan (reg: 0x09, val: 0x03)
00001573  | 74: WAIT n+1 (val: 5)
00001574  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00001577  | 74: WAIT n+1 (val: 5)
00001578  | BC: WonderSwan (reg: 0x0B, val: 0x02)
0000157B  | 70: WAIT n+1 (val: 1)
0000157C  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000157F  | 61: WAIT (val: 568)
00001582  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001585  | 74: WAIT n+1 (val: 5)
00001586  | BC: WonderSwan (reg: 0x09, val: 0x03)
00001589  | 76: WAIT n+1 (val: 7)
0000158A  | BC: WonderSwan (reg: 0x02, val: 0x86)
0000158D  | BC: WonderSwan (reg: 0x03, val: 0x07)
00001590  | 74: WAIT n+1 (val: 5)
00001591  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00001594  | 75: WAIT n+1 (val: 6)
00001595  | BC: WonderSwan (reg: 0x04, val: 0x97)
00001598  | BC: WonderSwan (reg: 0x05, val: 0x05)
0000159B  | BC: WonderSwan (reg: 0x0C, val: 0x00)
0000159E  | 74: WAIT n+1 (val: 5)
0000159F  | BC: WonderSwan (reg: 0x0B, val: 0x02)
000015A2  | 76: WAIT n+1 (val: 7)
000015A3  | BC: WonderSwan (reg: 0x06, val: 0xB3)
000015A6  | BC: WonderSwan (reg: 0x07, val: 0x07)
000015A9  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000015AC  | 70: WAIT n+1 (val: 1)
000015AD  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000015B0  | 61: WAIT (val: 548)
000015B3  | BC: WonderSwan (reg: 0x08, val: 0x00)
000015B6  | 74: WAIT n+1 (val: 5)
000015B7  | BC: WonderSwan (reg: 0x09, val: 0x30)
000015BA  | 74: WAIT n+1 (val: 5)
000015BB  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000015BE  | 74: WAIT n+1 (val: 5)
000015BF  | BC: WonderSwan (reg: 0x0B, val: 0x02)
000015C2  | 71: WAIT n+1 (val: 2)
000015C3  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000015C6  | 61: WAIT (val: 568)
000015C9  | BC: WonderSwan (reg: 0x08, val: 0x00)
000015CC  | 74: WAIT n+1 (val: 5)
000015CD  | BC: WonderSwan (reg: 0x09, val: 0x30)
000015D0  | 75: WAIT n+1 (val: 6)
000015D1  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000015D4  | 75: WAIT n+1 (val: 6)
000015D5  | BC: WonderSwan (reg: 0x0B, val: 0x02)
000015D8  | 70: WAIT n+1 (val: 1)
000015D9  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000015DC  | 61: WAIT (val: 566)
000015DF  | BC: WonderSwan (reg: 0x08, val: 0x00)
000015E2  | 74: WAIT n+1 (val: 5)
000015E3  | BC: WonderSwan (reg: 0x09, val: 0x30)
000015E6  | 74: WAIT n+1 (val: 5)
000015E7  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000015EA  | 74: WAIT n+1 (val: 5)
000015EB  | BC: WonderSwan (reg: 0x0B, val: 0x02)
000015EE  | 70: WAIT n+1 (val: 1)
000015EF  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000015F2  | 61: WAIT (val: 568)
000015F5  | BC: WonderSwan (reg: 0x08, val: 0x00)
000015F8  | 75: WAIT n+1 (val: 6)
000015F9  | BC: WonderSwan (reg: 0x09, val: 0x30)
000015FC  | 74: WAIT n+1 (val: 5)
000015FD  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00001600  | 75: WAIT n+1 (val: 6)
00001601  | BC: WonderSwan (reg: 0x0B, val: 0x02)
00001604  | 71: WAIT n+1 (val: 2)
00001605  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001608  | 61: WAIT (val: 566)
0000160B  | BC: WonderSwan (reg: 0x08, val: 0x00)
0000160E  | 73: WAIT n+1 (val: 4)
0000160F  | BC: WonderSwan (reg: 0x09, val: 0x30)
00001612  | 74: WAIT n+1 (val: 5)
00001613  | BC: WonderSwan (reg: 0x0A, val: 0x66)
00001616  | 74: WAIT n+1 (val: 5)
00001617  | BC: WonderSwan (reg: 0x0B, val: 0x02)
0000161A  | 71: WAIT n+1 (val: 2)
0000161B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000161E  | 61: WAIT (val: 568)
00001621  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001624  | 77: WAIT n+1 (val: 8)
00001625  | BC: WonderSwan (reg: 0x00, val: 0xAA)
00001628  | BC: WonderSwan (reg: 0x01, val: 0x07)
0000162B  | 73: WAIT n+1 (val: 4)
0000162C  | BC: WonderSwan (reg: 0x09, val: 0x30)
0000162F  | 77: WAIT n+1 (val: 8)
00001630  | BC: WonderSwan (reg: 0x02, val: 0x77)
00001633  | BC: WonderSwan (reg: 0x03, val: 0x07)
00001636  | 74: WAIT n+1 (val: 5)
00001637  | BC: WonderSwan (reg: 0x0A, val: 0x66)
0000163A  | 76: WAIT n+1 (val: 7)
0000163B  | BC: WonderSwan (reg: 0x04, val: 0x97)
0000163E  | BC: WonderSwan (reg: 0x05, val: 0x05)
00001641  | BC: WonderSwan (reg: 0x0C, val: 0x00)
00001644  | 74: WAIT n+1 (val: 5)
00001645  | BC: WonderSwan (reg: 0x0B, val: 0x02)
00001648  | 71: WAIT n+1 (val: 2)
00001649  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000164C  | 61: WAIT (val: 545)
0000164F  | BC: WonderSwan (reg: 0x08, val: 0x4A)
00001652  | 74: WAIT n+1 (val: 5)
00001653  | BC: WonderSwan (reg: 0x09, val: 0xA4)
00001656  | 75: WAIT n+1 (val: 6)
00001657  | BC: WonderSwan (reg: 0x0A, val: 0x99)
0000165A  | 73: WAIT n+1 (val: 4)
0000165B  | BC: WonderSwan (reg: 0x0B, val: 0x02)
0000165E  | 71: WAIT n+1 (val: 2)
0000165F  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001662  | 61: WAIT (val: 568)
00001665  | BC: WonderSwan (reg: 0x08, val: 0x4A)
00001668  | 74: WAIT n+1 (val: 5)
00001669  | BC: WonderSwan (reg: 0x09, val: 0xA4)
0000166C  | 75: WAIT n+1 (val: 6)
0000166D  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001670  | 75: WAIT n+1 (val: 6)
00001671  | BC: WonderSwan (reg: 0x0B, val: 0x02)
00001674  | 70: WAIT n+1 (val: 1)
00001675  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001678  | 61: WAIT (val: 566)
0000167B  | BC: WonderSwan (reg: 0x08, val: 0x4A)
0000167E  | 75: WAIT n+1 (val: 6)
0000167F  | BC: WonderSwan (reg: 0x09, val: 0xA4)
00001682  | 74: WAIT n+1 (val: 5)
00001683  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001686  | 75: WAIT n+1 (val: 6)
00001687  | BC: WonderSwan (reg: 0x0B, val: 0x02)
0000168A  | 73: WAIT n+1 (val: 4)
0000168B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000168E  | 61: WAIT (val: 563)
00001691  | BC: WonderSwan (reg: 0x08, val: 0x49)
00001694  | 74: WAIT n+1 (val: 5)
00001695  | BC: WonderSwan (reg: 0x09, val: 0x94)
00001698  | 74: WAIT n+1 (val: 5)
00001699  | BC: WonderSwan (reg: 0x0A, val: 0x99)
0000169C  | 74: WAIT n+1 (val: 5)
0000169D  | BC: WonderSwan (reg: 0x0B, val: 0x00)
000016A0  | 70: WAIT n+1 (val: 1)
000016A1  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000016A4  | 61: WAIT (val: 569)
000016A7  | BC: WonderSwan (reg: 0x08, val: 0x49)
000016AA  | 74: WAIT n+1 (val: 5)
000016AB  | BC: WonderSwan (reg: 0x09, val: 0x94)
000016AE  | 75: WAIT n+1 (val: 6)
000016AF  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000016B2  | 74: WAIT n+1 (val: 5)
000016B3  | BC: WonderSwan (reg: 0x0B, val: 0x00)
000016B6  | 71: WAIT n+1 (val: 2)
000016B7  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000016BA  | 61: WAIT (val: 566)
000016BD  | BC: WonderSwan (reg: 0x08, val: 0x49)
000016C0  | 74: WAIT n+1 (val: 5)
000016C1  | BC: WonderSwan (reg: 0x09, val: 0x94)
000016C4  | 74: WAIT n+1 (val: 5)
000016C5  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000016C8  | 74: WAIT n+1 (val: 5)
000016C9  | BC: WonderSwan (reg: 0x0B, val: 0x00)
000016CC  | 70: WAIT n+1 (val: 1)
000016CD  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000016D0  | 61: WAIT (val: 568)
000016D3  | BC: WonderSwan (reg: 0x08, val: 0x49)
000016D6  | 75: WAIT n+1 (val: 6)
000016D7  | BC: WonderSwan (reg: 0x09, val: 0x94)
000016DA  | 74: WAIT n+1 (val: 5)
000016DB  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000016DE  | 75: WAIT n+1 (val: 6)
000016DF  | BC: WonderSwan (reg: 0x0B, val: 0x00)
000016E2  | 71: WAIT n+1 (val: 2)
000016E3  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000016E6  | 61: WAIT (val: 566)
000016E9  | BC: WonderSwan (reg: 0x08, val: 0x49)
000016EC  | 73: WAIT n+1 (val: 4)
000016ED  | BC: WonderSwan (reg: 0x09, val: 0x94)
000016F0  | 74: WAIT n+1 (val: 5)
000016F1  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000016F4  | 74: WAIT n+1 (val: 5)
000016F5  | BC: WonderSwan (reg: 0x0B, val: 0x00)
000016F8  | 70: WAIT n+1 (val: 1)
000016F9  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000016FC  | 61: WAIT (val: 569)
000016FF  | BC: WonderSwan (reg: 0x08, val: 0x48)
00001702  | 76: WAIT n+1 (val: 7)
00001703  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001706  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001709  | 74: WAIT n+1 (val: 5)
0000170A  | BC: WonderSwan (reg: 0x09, val: 0x84)
0000170D  | 76: WAIT n+1 (val: 7)
0000170E  | BC: WonderSwan (reg: 0x02, val: 0x86)
00001711  | BC: WonderSwan (reg: 0x03, val: 0x07)
00001714  | 74: WAIT n+1 (val: 5)
00001715  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00001718  | 76: WAIT n+1 (val: 7)
00001719  | BC: WonderSwan (reg: 0x04, val: 0x97)
0000171C  | BC: WonderSwan (reg: 0x05, val: 0x05)
0000171F  | 70: WAIT n+1 (val: 1)
00001720  | BC: WonderSwan (reg: 0x0C, val: 0x00)
00001723  | 73: WAIT n+1 (val: 4)
00001724  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00001727  | 72: WAIT n+1 (val: 3)
00001728  | BC: WonderSwan (reg: 0x10, val: 0x47)
0000172B  | 70: WAIT n+1 (val: 1)
0000172C  | BC: WonderSwan (reg: 0x10, val: 0x47)
0000172F  | 61: WAIT (val: 544)
00001732  | BC: WonderSwan (reg: 0x08, val: 0xA4)
00001735  | 74: WAIT n+1 (val: 5)
00001736  | BC: WonderSwan (reg: 0x09, val: 0x4A)
00001739  | 74: WAIT n+1 (val: 5)
0000173A  | BC: WonderSwan (reg: 0x0A, val: 0x99)
0000173D  | 71: WAIT n+1 (val: 2)
0000173E  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001741  | 61: WAIT (val: 573)
00001744  | BC: WonderSwan (reg: 0x08, val: 0xA4)
00001747  | 74: WAIT n+1 (val: 5)
00001748  | BC: WonderSwan (reg: 0x09, val: 0x4A)
0000174B  | 75: WAIT n+1 (val: 6)
0000174C  | BC: WonderSwan (reg: 0x0A, val: 0x99)
0000174F  | 71: WAIT n+1 (val: 2)
00001750  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001753  | 61: WAIT (val: 571)
00001756  | BC: WonderSwan (reg: 0x08, val: 0xA4)
00001759  | 74: WAIT n+1 (val: 5)
0000175A  | BC: WonderSwan (reg: 0x09, val: 0x4A)
0000175D  | 74: WAIT n+1 (val: 5)
0000175E  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001761  | 71: WAIT n+1 (val: 2)
00001762  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001765  | 61: WAIT (val: 572)
00001768  | BC: WonderSwan (reg: 0x08, val: 0xA4)
0000176B  | 75: WAIT n+1 (val: 6)
