--- Parsing VGM: console_player/cache/25_Fanfare.vgm.opm.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Offset(h) | Command
000027D2  | 74: WAIT n+1 (val: 5)
000027D3  | 54: YM2151 (reg: 0x25, val: 0xFC)
000027D6  | 54: YM2151 (reg: 0x75, val: 0x14)
000027D9  | 75: WAIT n+1 (val: 6)
000027DA  | 54: YM2151 (reg: 0x26, val: 0xFC)
000027DD  | 54: YM2151 (reg: 0x76, val: 0x18)
000027E0  | 71: WAIT n+1 (val: 2)
000027E1  | 54: YM2151 (reg: 0x24, val: 0xFC)
000027E4  | 54: YM2151 (reg: 0x74, val: 0x14)
000027E7  | 54: YM2151 (reg: 0x25, val: 0xFC)
000027EA  | 54: YM2151 (reg: 0x75, val: 0x14)
000027ED  | 54: YM2151 (reg: 0x26, val: 0xFC)
000027F0  | 54: YM2151 (reg: 0x76, val: 0x18)
000027F3  | 61: WAIT (val: 571)
000027F6  | 54: YM2151 (reg: 0x24, val: 0xFC)
000027F9  | 54: YM2151 (reg: 0x74, val: 0x14)
000027FC  | 74: WAIT n+1 (val: 5)
000027FD  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002800  | 54: YM2151 (reg: 0x75, val: 0x14)
00002803  | 74: WAIT n+1 (val: 5)
00002804  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002807  | 54: YM2151 (reg: 0x76, val: 0x18)
0000280A  | 71: WAIT n+1 (val: 2)
0000280B  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000280E  | 54: YM2151 (reg: 0x74, val: 0x14)
00002811  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002814  | 54: YM2151 (reg: 0x75, val: 0x14)
00002817  | 54: YM2151 (reg: 0x26, val: 0xFC)
0000281A  | 54: YM2151 (reg: 0x76, val: 0x18)
0000281D  | 61: WAIT (val: 572)
00002820  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002823  | 54: YM2151 (reg: 0x74, val: 0x14)
00002826  | 75: WAIT n+1 (val: 6)
00002827  | 54: YM2151 (reg: 0x25, val: 0xFC)
0000282A  | 54: YM2151 (reg: 0x75, val: 0x14)
0000282D  | 75: WAIT n+1 (val: 6)
0000282E  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002831  | 54: YM2151 (reg: 0x76, val: 0x18)
00002834  | 71: WAIT n+1 (val: 2)
00002835  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002838  | 54: YM2151 (reg: 0x74, val: 0x14)
0000283B  | 54: YM2151 (reg: 0x25, val: 0xFC)
0000283E  | 54: YM2151 (reg: 0x75, val: 0x14)
00002841  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002844  | 54: YM2151 (reg: 0x76, val: 0x18)
00002847  | 61: WAIT (val: 571)
0000284A  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000284D  | 54: YM2151 (reg: 0x74, val: 0x18)
00002850  | 73: WAIT n+1 (val: 4)
00002851  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002854  | 54: YM2151 (reg: 0x75, val: 0x18)
00002857  | 74: WAIT n+1 (val: 5)
00002858  | 54: YM2151 (reg: 0x26, val: 0xFC)
0000285B  | 54: YM2151 (reg: 0x76, val: 0x1C)
0000285E  | 71: WAIT n+1 (val: 2)
0000285F  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002862  | 54: YM2151 (reg: 0x74, val: 0x18)
00002865  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002868  | 54: YM2151 (reg: 0x75, val: 0x18)
0000286B  | 54: YM2151 (reg: 0x26, val: 0xFC)
0000286E  | 54: YM2151 (reg: 0x76, val: 0x1C)
00002871  | 61: WAIT (val: 573)
00002874  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002877  | 54: YM2151 (reg: 0x74, val: 0x18)
0000287A  | 74: WAIT n+1 (val: 5)
0000287B  | 54: YM2151 (reg: 0x25, val: 0xFC)
0000287E  | 54: YM2151 (reg: 0x75, val: 0x18)
00002881  | 75: WAIT n+1 (val: 6)
00002882  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002885  | 54: YM2151 (reg: 0x76, val: 0x1C)
00002888  | 71: WAIT n+1 (val: 2)
00002889  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000288C  | 54: YM2151 (reg: 0x74, val: 0x18)
0000288F  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002892  | 54: YM2151 (reg: 0x75, val: 0x18)
00002895  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002898  | 54: YM2151 (reg: 0x76, val: 0x1C)
0000289B  | 61: WAIT (val: 571)
0000289E  | 54: YM2151 (reg: 0x24, val: 0xFC)
000028A1  | 54: YM2151 (reg: 0x74, val: 0x18)
000028A4  | 74: WAIT n+1 (val: 5)
000028A5  | 54: YM2151 (reg: 0x25, val: 0xFC)
000028A8  | 54: YM2151 (reg: 0x75, val: 0x18)
000028AB  | 74: WAIT n+1 (val: 5)
000028AC  | 54: YM2151 (reg: 0x26, val: 0xFC)
000028AF  | 54: YM2151 (reg: 0x76, val: 0x1C)
000028B2  | 71: WAIT n+1 (val: 2)
000028B3  | 54: YM2151 (reg: 0x24, val: 0xFC)
000028B6  | 54: YM2151 (reg: 0x74, val: 0x18)
000028B9  | 54: YM2151 (reg: 0x25, val: 0xFC)
000028BC  | 54: YM2151 (reg: 0x75, val: 0x18)
000028BF  | 54: YM2151 (reg: 0x26, val: 0xFC)
000028C2  | 54: YM2151 (reg: 0x76, val: 0x1C)
000028C5  | 61: WAIT (val: 573)
000028C8  | 54: YM2151 (reg: 0x24, val: 0xFC)
000028CB  | 54: YM2151 (reg: 0x74, val: 0x18)
000028CE  | 74: WAIT n+1 (val: 5)
000028CF  | 54: YM2151 (reg: 0x25, val: 0xFC)
000028D2  | 54: YM2151 (reg: 0x75, val: 0x18)
000028D5  | 75: WAIT n+1 (val: 6)
000028D6  | 54: YM2151 (reg: 0x26, val: 0xFC)
000028D9  | 54: YM2151 (reg: 0x76, val: 0x1C)
000028DC  | 71: WAIT n+1 (val: 2)
000028DD  | 54: YM2151 (reg: 0x24, val: 0xFC)
000028E0  | 54: YM2151 (reg: 0x74, val: 0x18)
000028E3  | 54: YM2151 (reg: 0x25, val: 0xFC)
000028E6  | 54: YM2151 (reg: 0x75, val: 0x18)
000028E9  | 54: YM2151 (reg: 0x26, val: 0xFC)
000028EC  | 54: YM2151 (reg: 0x76, val: 0x1C)
000028EF  | 61: WAIT (val: 571)
000028F2  | 54: YM2151 (reg: 0x24, val: 0xFC)
000028F5  | 54: YM2151 (reg: 0x74, val: 0x18)
000028F8  | 74: WAIT n+1 (val: 5)
000028F9  | 54: YM2151 (reg: 0x25, val: 0xFC)
000028FC  | 54: YM2151 (reg: 0x75, val: 0x18)
000028FF  | 74: WAIT n+1 (val: 5)
00002900  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002903  | 54: YM2151 (reg: 0x76, val: 0x1C)
00002906  | 70: WAIT n+1 (val: 1)
00002907  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000290A  | 54: YM2151 (reg: 0x74, val: 0x18)
0000290D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002910  | 54: YM2151 (reg: 0x75, val: 0x18)
00002913  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002916  | 54: YM2151 (reg: 0x76, val: 0x1C)
00002919  | 61: WAIT (val: 573)
0000291C  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000291F  | 54: YM2151 (reg: 0x74, val: 0x18)
00002922  | 75: WAIT n+1 (val: 6)
00002923  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002926  | 54: YM2151 (reg: 0x75, val: 0x18)
00002929  | 74: WAIT n+1 (val: 5)
0000292A  | 54: YM2151 (reg: 0x26, val: 0xFC)
0000292D  | 54: YM2151 (reg: 0x76, val: 0x1C)
00002930  | 72: WAIT n+1 (val: 3)
00002931  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002934  | 54: YM2151 (reg: 0x74, val: 0x18)
00002937  | 54: YM2151 (reg: 0x25, val: 0xFC)
0000293A  | 54: YM2151 (reg: 0x75, val: 0x18)
0000293D  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002940  | 54: YM2151 (reg: 0x76, val: 0x1C)
00002943  | 61: WAIT (val: 571)
00002946  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002949  | 54: YM2151 (reg: 0x74, val: 0x18)
0000294C  | 73: WAIT n+1 (val: 4)
0000294D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002950  | 54: YM2151 (reg: 0x75, val: 0x18)
00002953  | 74: WAIT n+1 (val: 5)
00002954  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002957  | 54: YM2151 (reg: 0x76, val: 0x1C)
0000295A  | 71: WAIT n+1 (val: 2)
0000295B  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000295E  | 54: YM2151 (reg: 0x74, val: 0x18)
00002961  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002964  | 54: YM2151 (reg: 0x75, val: 0x18)
00002967  | 54: YM2151 (reg: 0x26, val: 0xFC)
0000296A  | 54: YM2151 (reg: 0x76, val: 0x1C)
0000296D  | 61: WAIT (val: 573)
00002970  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002973  | 54: YM2151 (reg: 0x74, val: 0x1C)
00002976  | 74: WAIT n+1 (val: 5)
00002977  | 54: YM2151 (reg: 0x25, val: 0xFC)
0000297A  | 54: YM2151 (reg: 0x75, val: 0x18)
0000297D  | 75: WAIT n+1 (val: 6)
0000297E  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002981  | 54: YM2151 (reg: 0x76, val: 0x1C)
00002984  | 71: WAIT n+1 (val: 2)
00002985  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002988  | 54: YM2151 (reg: 0x74, val: 0x1C)
0000298B  | 54: YM2151 (reg: 0x25, val: 0xFC)
0000298E  | 54: YM2151 (reg: 0x75, val: 0x18)
00002991  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002994  | 54: YM2151 (reg: 0x76, val: 0x1C)
00002997  | 61: WAIT (val: 571)
0000299A  | 54: YM2151 (reg: 0x24, val: 0xFC)
0000299D  | 54: YM2151 (reg: 0x74, val: 0x1C)
000029A0  | 74: WAIT n+1 (val: 5)
000029A1  | 54: YM2151 (reg: 0x25, val: 0xFC)
000029A4  | 54: YM2151 (reg: 0x75, val: 0x1C)
000029A7  | 75: WAIT n+1 (val: 6)
000029A8  | 54: YM2151 (reg: 0x26, val: 0xFC)
000029AB  | 54: YM2151 (reg: 0x76, val: 0x20)
000029AE  | 71: WAIT n+1 (val: 2)
000029AF  | 54: YM2151 (reg: 0x24, val: 0xFC)
000029B2  | 54: YM2151 (reg: 0x74, val: 0x1C)
000029B5  | 54: YM2151 (reg: 0x25, val: 0xFC)
000029B8  | 54: YM2151 (reg: 0x75, val: 0x1C)
000029BB  | 54: YM2151 (reg: 0x26, val: 0xFC)
000029BE  | 54: YM2151 (reg: 0x76, val: 0x20)
000029C1  | 61: WAIT (val: 571)
000029C4  | 54: YM2151 (reg: 0x24, val: 0xFC)
000029C7  | 54: YM2151 (reg: 0x74, val: 0x1C)
000029CA  | 74: WAIT n+1 (val: 5)
000029CB  | 54: YM2151 (reg: 0x25, val: 0xFC)
000029CE  | 54: YM2151 (reg: 0x75, val: 0x1C)
000029D1  | 74: WAIT n+1 (val: 5)
000029D2  | 54: YM2151 (reg: 0x26, val: 0xFC)
000029D5  | 54: YM2151 (reg: 0x76, val: 0x20)
000029D8  | 71: WAIT n+1 (val: 2)
000029D9  | 54: YM2151 (reg: 0x24, val: 0xFC)
000029DC  | 54: YM2151 (reg: 0x74, val: 0x1C)
000029DF  | 54: YM2151 (reg: 0x25, val: 0xFC)
000029E2  | 54: YM2151 (reg: 0x75, val: 0x1C)
000029E5  | 54: YM2151 (reg: 0x26, val: 0xFC)
000029E8  | 54: YM2151 (reg: 0x76, val: 0x20)
000029EB  | 61: WAIT (val: 573)
000029EE  | 54: YM2151 (reg: 0x24, val: 0xFC)
000029F1  | 54: YM2151 (reg: 0x74, val: 0x20)
000029F4  | 74: WAIT n+1 (val: 5)
000029F5  | 54: YM2151 (reg: 0x25, val: 0xFC)
000029F8  | 54: YM2151 (reg: 0x75, val: 0x1C)
000029FB  | 75: WAIT n+1 (val: 6)
000029FC  | 54: YM2151 (reg: 0x26, val: 0xFC)
000029FF  | 54: YM2151 (reg: 0x76, val: 0x20)
00002A02  | 71: WAIT n+1 (val: 2)
00002A03  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002A06  | 54: YM2151 (reg: 0x74, val: 0x20)
00002A09  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002A0C  | 54: YM2151 (reg: 0x75, val: 0x1C)
00002A0F  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002A12  | 54: YM2151 (reg: 0x76, val: 0x20)
00002A15  | 61: WAIT (val: 571)
00002A18  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002A1B  | 54: YM2151 (reg: 0x74, val: 0x20)
00002A1E  | 74: WAIT n+1 (val: 5)
00002A1F  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002A22  | 54: YM2151 (reg: 0x75, val: 0x1C)
00002A25  | 74: WAIT n+1 (val: 5)
00002A26  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002A29  | 54: YM2151 (reg: 0x76, val: 0x20)
00002A2C  | 70: WAIT n+1 (val: 1)
00002A2D  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002A30  | 54: YM2151 (reg: 0x74, val: 0x20)
00002A33  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002A36  | 54: YM2151 (reg: 0x75, val: 0x1C)
00002A39  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002A3C  | 54: YM2151 (reg: 0x76, val: 0x20)
00002A3F  | 61: WAIT (val: 573)
00002A42  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002A45  | 54: YM2151 (reg: 0x74, val: 0x20)
00002A48  | 75: WAIT n+1 (val: 6)
00002A49  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002A4C  | 54: YM2151 (reg: 0x75, val: 0x20)
00002A4F  | 74: WAIT n+1 (val: 5)
00002A50  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002A53  | 54: YM2151 (reg: 0x76, val: 0x20)
00002A56  | 72: WAIT n+1 (val: 3)
00002A57  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002A5A  | 54: YM2151 (reg: 0x74, val: 0x20)
00002A5D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002A60  | 54: YM2151 (reg: 0x75, val: 0x20)
00002A63  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002A66  | 54: YM2151 (reg: 0x76, val: 0x20)
00002A69  | 61: WAIT (val: 571)
00002A6C  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002A6F  | 54: YM2151 (reg: 0x74, val: 0x20)
00002A72  | 74: WAIT n+1 (val: 5)
00002A73  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002A76  | 54: YM2151 (reg: 0x75, val: 0x20)
00002A79  | 74: WAIT n+1 (val: 5)
00002A7A  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002A7D  | 54: YM2151 (reg: 0x76, val: 0x20)
00002A80  | 70: WAIT n+1 (val: 1)
00002A81  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002A84  | 54: YM2151 (reg: 0x74, val: 0x20)
00002A87  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002A8A  | 54: YM2151 (reg: 0x75, val: 0x20)
00002A8D  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002A90  | 54: YM2151 (reg: 0x76, val: 0x20)
00002A93  | 61: WAIT (val: 573)
00002A96  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002A99  | 54: YM2151 (reg: 0x74, val: 0x20)
00002A9C  | 74: WAIT n+1 (val: 5)
00002A9D  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002AA0  | 54: YM2151 (reg: 0x75, val: 0x20)
00002AA3  | 75: WAIT n+1 (val: 6)
00002AA4  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002AA7  | 54: YM2151 (reg: 0x76, val: 0x20)
00002AAA  | 71: WAIT n+1 (val: 2)
00002AAB  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002AAE  | 54: YM2151 (reg: 0x74, val: 0x20)
00002AB1  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002AB4  | 54: YM2151 (reg: 0x75, val: 0x20)
00002AB7  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002ABA  | 54: YM2151 (reg: 0x76, val: 0x20)
00002ABD  | 61: WAIT (val: 571)
00002AC0  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002AC3  | 54: YM2151 (reg: 0x74, val: 0x20)
00002AC6  | 74: WAIT n+1 (val: 5)
00002AC7  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002ACA  | 54: YM2151 (reg: 0x75, val: 0x20)
00002ACD  | 74: WAIT n+1 (val: 5)
00002ACE  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002AD1  | 54: YM2151 (reg: 0x76, val: 0x20)
00002AD4  | 71: WAIT n+1 (val: 2)
00002AD5  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002AD8  | 54: YM2151 (reg: 0x74, val: 0x20)
00002ADB  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002ADE  | 54: YM2151 (reg: 0x75, val: 0x20)
00002AE1  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002AE4  | 54: YM2151 (reg: 0x76, val: 0x20)
00002AE7  | 61: WAIT (val: 573)
00002AEA  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002AED  | 54: YM2151 (reg: 0x74, val: 0x20)
00002AF0  | 74: WAIT n+1 (val: 5)
00002AF1  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002AF4  | 54: YM2151 (reg: 0x75, val: 0x20)
00002AF7  | 74: WAIT n+1 (val: 5)
00002AF8  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002AFB  | 54: YM2151 (reg: 0x76, val: 0x24)
00002AFE  | 72: WAIT n+1 (val: 3)
00002AFF  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002B02  | 54: YM2151 (reg: 0x74, val: 0x20)
00002B05  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002B08  | 54: YM2151 (reg: 0x75, val: 0x20)
00002B0B  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002B0E  | 54: YM2151 (reg: 0x76, val: 0x24)
00002B11  | 61: WAIT (val: 571)
00002B14  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002B17  | 54: YM2151 (reg: 0x74, val: 0x24)
00002B1A  | 74: WAIT n+1 (val: 5)
00002B1B  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002B1E  | 54: YM2151 (reg: 0x75, val: 0x20)
00002B21  | 74: WAIT n+1 (val: 5)
00002B22  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002B25  | 54: YM2151 (reg: 0x76, val: 0x24)
00002B28  | 70: WAIT n+1 (val: 1)
00002B29  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002B2C  | 54: YM2151 (reg: 0x74, val: 0x24)
00002B2F  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002B32  | 54: YM2151 (reg: 0x75, val: 0x20)
00002B35  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002B38  | 54: YM2151 (reg: 0x76, val: 0x24)
00002B3B  | 61: WAIT (val: 573)
00002B3E  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002B41  | 54: YM2151 (reg: 0x74, val: 0x24)
00002B44  | 75: WAIT n+1 (val: 6)
00002B45  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002B48  | 54: YM2151 (reg: 0x75, val: 0x20)
00002B4B  | 74: WAIT n+1 (val: 5)
00002B4C  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002B4F  | 54: YM2151 (reg: 0x76, val: 0x24)
00002B52  | 71: WAIT n+1 (val: 2)
00002B53  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002B56  | 54: YM2151 (reg: 0x74, val: 0x24)
00002B59  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002B5C  | 54: YM2151 (reg: 0x75, val: 0x20)
00002B5F  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002B62  | 54: YM2151 (reg: 0x76, val: 0x24)
00002B65  | 61: WAIT (val: 572)
00002B68  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002B6B  | 54: YM2151 (reg: 0x74, val: 0x24)
00002B6E  | 73: WAIT n+1 (val: 4)
00002B6F  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002B72  | 54: YM2151 (reg: 0x75, val: 0x20)
00002B75  | 74: WAIT n+1 (val: 5)
00002B76  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002B79  | 54: YM2151 (reg: 0x76, val: 0x24)
00002B7C  | 71: WAIT n+1 (val: 2)
00002B7D  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002B80  | 54: YM2151 (reg: 0x74, val: 0x24)
00002B83  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002B86  | 54: YM2151 (reg: 0x75, val: 0x20)
00002B89  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002B8C  | 54: YM2151 (reg: 0x76, val: 0x24)
00002B8F  | 61: WAIT (val: 573)
00002B92  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002B95  | 54: YM2151 (reg: 0x74, val: 0x24)
00002B98  | 74: WAIT n+1 (val: 5)
00002B99  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002B9C  | 54: YM2151 (reg: 0x75, val: 0x24)
00002B9F  | 75: WAIT n+1 (val: 6)
00002BA0  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002BA3  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002BA6  | 71: WAIT n+1 (val: 2)
00002BA7  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002BAA  | 54: YM2151 (reg: 0x74, val: 0x24)
00002BAD  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002BB0  | 54: YM2151 (reg: 0x75, val: 0x24)
00002BB3  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002BB6  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002BB9  | 61: WAIT (val: 571)
00002BBC  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002BBF  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002BC2  | 74: WAIT n+1 (val: 5)
00002BC3  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002BC6  | 54: YM2151 (reg: 0x75, val: 0x24)
00002BC9  | 74: WAIT n+1 (val: 5)
00002BCA  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002BCD  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002BD0  | 70: WAIT n+1 (val: 1)
00002BD1  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002BD4  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002BD7  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002BDA  | 54: YM2151 (reg: 0x75, val: 0x24)
00002BDD  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002BE0  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002BE3  | 61: WAIT (val: 573)
00002BE6  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002BE9  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002BEC  | 75: WAIT n+1 (val: 6)
00002BED  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002BF0  | 54: YM2151 (reg: 0x75, val: 0x24)
00002BF3  | 74: WAIT n+1 (val: 5)
00002BF4  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002BF7  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002BFA  | 72: WAIT n+1 (val: 3)
00002BFB  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002BFE  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C01  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002C04  | 54: YM2151 (reg: 0x75, val: 0x24)
00002C07  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002C0A  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002C0D  | 61: WAIT (val: 568)
00002C10  | 54: YM2151 (reg: 0x2C, val: 0x6C)
00002C13  | 54: YM2151 (reg: 0x34, val: 0x3C)
00002C16  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C19  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C1C  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C1F  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C22  | 72: WAIT n+1 (val: 3)
00002C23  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C26  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C29  | 74: WAIT n+1 (val: 5)
00002C2A  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002C2D  | 54: YM2151 (reg: 0x75, val: 0x24)
00002C30  | 74: WAIT n+1 (val: 5)
00002C31  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002C34  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002C37  | 70: WAIT n+1 (val: 1)
00002C38  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C3B  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C3E  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002C41  | 54: YM2151 (reg: 0x75, val: 0x24)
00002C44  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002C47  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002C4A  | 61: WAIT (val: 571)
00002C4D  | 54: YM2151 (reg: 0x2C, val: 0x6C)
00002C50  | 54: YM2151 (reg: 0x34, val: 0x74)
00002C53  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C56  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C59  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C5C  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C5F  | 72: WAIT n+1 (val: 3)
00002C60  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C63  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C66  | 74: WAIT n+1 (val: 5)
00002C67  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002C6A  | 54: YM2151 (reg: 0x75, val: 0x2A)
00002C6D  | 74: WAIT n+1 (val: 5)
00002C6E  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002C71  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002C74  | 72: WAIT n+1 (val: 3)
00002C75  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C78  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C7B  | 54: YM2151 (reg: 0x25, val: 0xFC)
00002C7E  | 54: YM2151 (reg: 0x75, val: 0x2A)
00002C81  | 54: YM2151 (reg: 0x26, val: 0xFC)
00002C84  | 54: YM2151 (reg: 0x76, val: 0x2A)
00002C87  | 61: WAIT (val: 568)
00002C8A  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C8D  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C90  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C93  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C96  | 72: WAIT n+1 (val: 3)
00002C97  | 54: YM2151 (reg: 0x24, val: 0xFC)
00002C9A  | 54: YM2151 (reg: 0x74, val: 0x2A)
00002C9D  | 74: WAIT n+1 (val: 5)
00002C9E  | 54: YM2151 (reg: 0x25, val: 0xFC)
